kabupaten_kota,kecamatan,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,jumlah_penduduk
bogor,rancabungur,32.438,74.33,33.3,144.929,Tree cover,0.654,0.575,37.483,2023,12,0,-6.5217,106.7137,63856.0
bogor,rumpin,28.33,67.712,31.61,152.23,Tree cover,0.719,1.981,39.001,2023,12,0,-6.4596,106.6311,156896.0
bogor,sukajaya,38.151,87.428,26.83,847.126,Tree cover,0.757,5.604,37.235,2023,12,0,-6.6313,106.4705,71814.0
bogor,sukamakmur,27.965,66.009,29.14,641.209,Tree cover,0.674,5.807,36.944,2023,12,0,-6.5936,107.0201,16748.0
bogor,sukaraja,28.499,63.444,34.16,276.337,Tree cover,0.573,1.706,37.232,2023,12,0,-6.5792,106.8408,202415.0
bogor,tajurhalang,29.114,65.948,35.55,128.261,Tree cover,0.545,0.34,40.047,2023,12,0,-6.469,106.7596,126087.0
bogor,tamansari,34.52,79.905,29.4,715.585,Tree cover,0.637,6.987,37.239,2023,12,0,-6.6564,106.7458,126736.0
bogor,tanjungsari,25.936,60.324,30.48,362.528,Tree cover,0.731,5.549,36.787,2023,12,0,-6.6115,107.1406,33887.0
bogor,tenjo,23.871,54.931,33.35,60.385,Tree cover,0.67,0.368,37.185,2023,12,0,-6.3723,106.4794,78576.0
bogor,tenjolaya,34.806,80.946,29.28,736.012,Tree cover,0.694,6.928,37.244,2023,12,0,-6.6537,106.708,68536.0
kota bogor,bogorbarat,30.132,67.191,36.56,207.937,Built-up,0.419,0.658,37.233,2023,12,0,-6.5732,106.7655,254629.0
kota bogor,bogorselatan,32.51,75.202,33.08,368.391,Tree cover,0.553,1.807,37.232,2023,12,0,-6.6447,106.8135,219309.0
kota bogor,bogortengah,29.076,64.967,36.64,250.378,Built-up,0.367,0.88,37.232,2023,12,0,-6.5932,106.7986,109057.0
kota bogor,bogortimur,30.665,70.573,35.2,322.856,Built-up,0.443,1.429,37.232,2023,12,0,-6.6207,106.8264,108919.0
kota bogor,bogorutara,27.508,60.938,36.22,209.387,Built-up,0.435,0.831,37.232,2023,12,0,-6.5708,106.8196,204454.0
kota bogor,tanahsareal,29.142,63.792,36.89,184.459,Built-up,0.389,0.639,37.232,2023,12,0,-6.5468,106.7855,231040.0
kota tangerang,batuceper,11.525,28.656,38.91,10.341,Built-up,0.278,0.068,36.733,2023,12,0,-6.1618,106.6703,95474.0
kota tangerang,benda,10.561,25.583,38.06,8.372,Built-up,0.385,0.098,36.733,2023,12,0,-6.13,106.6657,85769.0
kota tangerang,cibodas,14.234,35.07,39.52,19.751,Built-up,0.286,0.128,36.733,2023,12,0,-6.2058,106.608,158036.0
kota tangerang,ciledug,12.718,31.476,39.26,21.279,Built-up,0.281,0.132,36.783,2023,12,0,-6.2386,106.7059,150190.0
kota tangerang,cipondoh,11.474,28.619,38.93,11.897,Built-up,0.3,0.115,36.733,2023,12,0,-6.1862,106.683,231127.0
kota tangerang,jatiuwung,14.211,32.881,39.67,20.101,Built-up,0.276,0.172,36.733,2023,12,0,-6.198,106.5753,107510.0
kota tangerang,karangtengah,12.248,30.149,38.87,13.076,Built-up,0.311,0.156,36.733,2023,12,0,-6.2101,106.7097,117440.0
kota tangerang,karawaci,13.269,32.389,38.7,16.788,Built-up,0.314,0.102,36.733,2023,12,0,-6.1812,106.618,193480.0
kota tangerang,larangan,12.233,29.603,40.26,21.351,Built-up,0.222,0.155,36.739,2023,12,0,-6.2392,106.733,163375.0
kota tangerang,neglasari,11.803,28.537,36.47,11.542,Built-up,0.412,0.072,36.733,2023,12,0,-6.1429,106.6302,124907.0
kota tangerang,periuk,13.38,31.206,38.42,12.531,Built-up,0.316,0.129,36.733,2023,12,0,-6.1675,106.5943,144640.0
kota tangerang,pinang,13.647,35.052,38.03,19.041,Built-up,0.401,0.132,36.733,2023,12,0,-6.2153,106.6662,186671.0
kota tangerang,tangerang,13.235,32.896,38.41,17.193,Built-up,0.339,0.112,36.733,2023,12,0,-6.1888,106.6406,165575.0
tangerang selatan,ciputat,16.749,41.417,37.93,44.431,Built-up,0.342,0.212,39.772,2023,12,0,-6.3082,106.7277,224048.0
tangerang selatan,ciputattimur,15.092,38.564,38.32,41.355,Built-up,0.349,0.245,40.044,2023,12,0,-6.2988,106.7556,170001.0
tangerang selatan,pamulang,18.203,44.892,37.87,59.039,Built-up,0.362,0.233,39.847,2023,12,0,-6.3395,106.7391,326296.0
tangerang selatan,pondokaren,14.163,35.262,38.17,28.61,Built-up,0.348,0.18,39.446,2023,12,0,-6.2664,106.7114,297400.0
tangerang selatan,serpong,18.335,45.408,36.65,42.596,Built-up,0.441,0.214,39.704,2023,12,0,-6.3113,106.6807,165000.0
tangerang selatan,serpongutara,14.699,36.935,37.66,26.59,Built-up,0.392,0.18,38.198,2023,12,0,-6.2536,106.663,139215.0
tangerang selatan,setu,20.275,50.115,35.92,54.164,Tree cover,0.492,0.359,39.704,2023,12,0,-6.3637,107.0373,165907.0
tangerang,balaraja,17.795,44.033,35.94,20.277,Built-up,0.443,0.173,36.094,2023,12,0,-6.2048,106.4427,124129.0
tangerang,cikupa,17.265,41.269,38.08,25.2,Built-up,0.417,0.147,36.516,2023,12,0,-6.218,106.5159,209140.0
tangerang,cisauk,20.823,49.283,34.84,51.37,Tree cover,0.562,0.313,39.704,2023,12,0,-6.3391,106.6302,91438.0
tangerang,cisoka,19.107,48.761,33.74,26.713,Tree cover,0.537,0.26,36.328,2023,12,0,-6.2598,106.4167,97591.0
tangerang,curug,15.75,36.421,37.85,30.753,Built-up,0.408,0.142,37.701,2023,12,0,-6.2426,106.5661,176617.0
tangerang,gunungkaler,14.514,34.939,35.42,8.194,Cropland,0.415,0.068,36.094,2023,12,0,-6.0957,106.3742,56160.0
tangerang,jambe,21.395,49.487,33.95,43.823,Tree cover,0.585,0.302,37.554,2023,12,0,-6.3238,106.4992,55650.0
tangerang,jayanti,18.387,45.983,34.76,18.626,Tree cover,0.508,0.144,36.094,2023,12,0,-6.2068,106.3983,70728.0
tangerang,kelapadua,15.254,37.288,37.54,27.206,Built-up,0.415,0.146,37.539,2023,12,0,-6.2426,106.6094,167553.0
tangerang,kemiri,13.567,33.393,34.99,5.064,Cropland,0.406,0.09,36.094,2023,12,0,-6.0878,106.4638,61384.0
tangerang,kosambi,11.028,28.822,38.27,3.034,Built-up,0.292,0.058,36.733,2023,12,0,-6.0809,106.685,111705.0
tangerang,kresek,15.385,37.829,34.67,11.706,Cropland,0.478,0.093,36.094,2023,12,0,-6.1444,106.4044,71795.0
tangerang,kronjo,13.531,32.574,37.35,4.048,Cropland,0.35,0.069,36.094,2023,12,0,-6.0703,106.4282,65599.0
tangerang,legok,19.665,44.328,35.08,43.009,Tree cover,0.528,0.179,39.704,2023,12,0,-6.3048,106.565,124324.0
tangerang,mauk,12.965,32.733,34.74,3.228,Cropland,0.384,0.07,36.589,2023,12,0,-6.058,106.5207,91382.0
tangerang,mekarbaru,13.514,31.549,37.72,4.93,Cropland,0.346,0.066,36.094,2023,12,0,-6.062,106.3871,44152.0
tangerang,pagedangan,18.682,44.226,36.27,39.721,Tree cover,0.469,0.198,39.637,2023,12,0,-6.2973,106.6175,111222.0
tangerang,pakuhaji,12.326,30.908,34.33,3.922,Cropland,0.399,0.061,36.733,2023,12,0,-6.0602,106.6063,127330.0
tangerang,panongan,19.058,43.45,35.45,36.953,Tree cover,0.501,0.192,39.214,2023,12,0,-6.2789,106.5262,129996.0
tangerang,pasarkemis,14.006,32.447,37.93,14.061,Built-up,0.359,0.127,36.733,2023,12,0,-6.1589,106.5525,255345.0
tangerang,rajeg,13.659,33.241,35.72,8.659,Cropland,0.449,0.105,36.449,2023,12,0,-6.1163,106.5103,188209.0
tangerang,sepatan,12.366,29.714,36.22,8.849,Built-up,0.403,0.052,36.733,2023,12,0,-6.1183,106.5801,112289.0
tangerang,sepatantimur,11.746,28.219,36.09,9.449,Built-up,0.425,0.066,36.733,2023,12,0,-6.1199,106.6084,105994.0
tangerang,sindangjaya,15.869,37.663,36.31,17.038,Tree cover,0.502,0.132,36.365,2023,12,0,-6.1689,106.4989,95575.0
tangerang,solear,20.26,50.723,33.67,39.539,Tree cover,0.57,0.297,36.444,2023,12,0,-6.3069,106.4215,101969.0
tangerang,sukadiri,12.716,31.786,34.27,4.864,Cropland,0.386,0.063,36.733,2023,12,0,-6.0699,106.559,66679.0
tangerang,sukamulya,15.837,38.645,34.45,14.287,Cropland,0.513,0.136,36.094,2023,12,0,-6.1604,106.4362,74309.0
tangerang,teluknaga,11.561,30.563,36.08,3.313,Permanent water bodies,0.356,0.071,36.733,2023,12,0,-6.0499,106.6582,167977.0
tangerang,tigaraksa,18.638,44.794,34.75,29.506,Tree cover,0.565,0.225,36.375,2023,12,0,-6.2657,106.4673,163531.0
depok,beji,19.804,46.333,38.49,78.676,Built-up,0.368,0.279,40.149,2023,12,0,-6.3731,106.819,156512.0
depok,bojongsari,23.268,56.301,37.2,87.016,Built-up,0.419,0.265,39.75,2023,12,0,-6.3943,106.7378,128079.0
depok,cilodong,23.184,53.521,37.64,106.017,Built-up,0.371,0.295,40.149,2023,12,0,-6.4303,106.8379,161689.0
depok,cimanggis,18.497,45.378,38.79,74.634,Built-up,0.351,0.278,40.149,2023,12,0,-6.3677,106.8694,236198.0
depok,cinere,17.268,44.356,38.49,54.274,Built-up,0.367,0.287,40.149,2023,12,0,-6.3315,106.7894,84101.0
depok,cipayung,24.27,55.431,38.32,106.638,Built-up,0.361,0.3,40.149,2023,12,0,-6.4297,106.8028,308484.0
depok,limo,20.627,48.673,37.45,73.923,Built-up,0.395,0.284,40.149,2023,12,0,-6.3686,106.7808,98758.0
depok,pancoranmas,22.621,52.219,38.4,89.403,Built-up,0.356,0.285,40.149,2023,12,0,-6.3984,106.7998,239940.0
depok,sawangan,23.48,54.116,37.15,91.287,Tree cover,0.449,0.296,40.145,2023,12,0,-6.4067,106.7641,170342.0
depok,sukmajaya,21.074,49.497,38.87,88.001,Built-up,0.332,0.34,40.149,2023,12,0,-6.3973,106.8436,248803.0
depok,tapos,21.239,50.728,37.0,98.048,Built-up,0.492,0.278,40.149,2023,12,0,-6.4192,106.8805,254663.0
bekasi,babelan,11.424,31.873,36.66,3.768,Cropland,0.403,0.07,36.151,2023,12,0,-6.1257,107.0341,256183.0
bekasi,bojongmangu,21.021,51.774,33.62,48.869,Tree cover,0.538,0.584,36.202,2023,12,0,-6.4389,107.1778,30251.0
bekasi,cabangbungin,9.808,29.828,34.08,3.757,Cropland,0.518,0.053,36.144,2023,12,0,-6.0781,107.1363,60214.0
bekasi,cibarusah,21.276,50.998,33.96,52.034,Cropland,0.5,0.394,36.202,2023,12,0,-6.434,107.1108,102578.0
bekasi,cibitung,12.658,35.56,36.75,14.027,Cropland,0.407,0.106,36.156,2023,12,0,-6.2357,107.1004,255947.0
bekasi,cikarangbarat,14.27,39.575,38.43,29.644,Built-up,0.381,0.174,36.2,2023,12,0,-6.2973,107.0941,211039.0
bekasi,cikarangpusat,15.457,42.683,36.46,34.68,Built-up,0.451,0.347,36.202,2023,12,0,-6.3596,107.1836,68445.0
bekasi,cikarangselatan,15.424,41.483,37.5,41.443,Built-up,0.441,0.306,36.202,2023,12,0,-6.3385,107.1279,171742.0
bekasi,cikarangtimur,13.371,39.498,34.76,15.164,Cropland,0.495,0.085,36.33,2023,12,0,-6.2885,107.209,110191.0
bekasi,cikarangutara,12.76,36.814,37.49,17.902,Built-up,0.374,0.13,36.196,2023,12,0,-6.2754,107.1556,239769.0
bekasi,karangbahagia,11.832,35.882,34.55,10.334,Cropland,0.452,0.08,36.144,2023,12,0,-6.2172,107.197,133153.0
bekasi,kedungwaringin,12.83,38.839,34.51,10.722,Cropland,0.443,0.076,36.855,2023,12,0,-6.2516,107.2483,76652.0
bekasi,muaragembong,11.652,34.802,33.19,1.597,Permanent water bodies,0.357,0.046,36.175,2023,12,0,-6.0033,107.0499,43722.0
bekasi,pebayuran,10.423,32.635,33.37,7.055,Cropland,0.42,0.061,36.215,2023,12,0,-6.1593,107.2485,110356.0
bekasi,serangbaru,18.769,46.678,34.8,47.778,Tree cover,0.506,0.25,36.202,2023,12,0,-6.3956,107.1143,152783.0
bekasi,setu,17.837,45.633,35.4,51.932,Tree cover,0.572,0.202,36.286,2023,12,0,-6.3462,106.6764,165907.0
bekasi,sukakarya,10.28,31.616,33.59,5.911,Cropland,0.459,0.05,36.144,2023,12,0,-6.1449,107.1856,15753.0
bekasi,sukatani,11.541,34.564,34.59,9.292,Cropland,0.413,0.08,36.144,2023,12,0,-6.1918,107.1559,102679.0
bekasi,sukawangi,10.43,31.414,35.36,3.12,Cropland,0.519,0.044,36.144,2023,12,0,-6.1187,107.091,54097.0
bekasi,tambelang,11.111,33.24,34.62,5.555,Cropland,0.454,0.072,36.144,2023,12,0,-6.167,107.1273,43986.0
bekasi,tambunselatan,12.696,34.039,38.92,20.065,Built-up,0.379,0.152,36.178,2023,12,0,-6.2571,107.0543,433710.0
bekasi,tambunutara,12.184,33.189,37.58,8.214,Built-up,0.42,0.091,36.144,2023,12,0,-6.1927,107.0611,193581.0
bekasi,tarumajaya,11.079,31.073,35.64,2.309,Cropland,0.426,0.051,36.697,2023,12,0,-6.1219,106.9975,123032.0
kota bekasi,bantargebang,16.523,44.349,37.62,46.555,Built-up,0.417,0.262,39.02,2023,12,0,-6.3385,106.9912,113988.0
kota bekasi,bekasibarat,10.073,24.75,40.26,17.765,Built-up,0.238,0.161,37.276,2023,12,0,-6.2336,106.9628,266287.0
kota bekasi,bekasiselatan,11.772,30.143,40.23,22.99,Built-up,0.277,0.103,39.13,2023,12,0,-6.2582,106.9778,214493.0
kota bekasi,bekasitimur,11.535,30.088,39.24,19.269,Built-up,0.283,0.113,36.199,2023,12,0,-6.2421,107.0191,273703.0
kota bekasi,bekasiutara,11.247,28.846,39.83,13.259,Built-up,0.3,0.12,36.441,2023,12,0,-6.2074,107.0064,338087.0
kota bekasi,jatiasih,15.357,40.651,39.74,39.466,Built-up,0.376,0.259,40.149,2023,12,0,-6.3072,106.9524,239159.0
kota bekasi,jatisampurna,17.964,44.835,37.53,69.311,Built-up,0.42,0.278,40.149,2023,12,0,-6.3654,106.9249,114108.0
kota bekasi,medansatria,10.907,27.545,40.02,10.53,Built-up,0.255,0.136,37.196,2023,12,0,-6.1989,106.9836,158729.0
kota bekasi,mustikajaya,15.035,41.097,38.03,32.768,Built-up,0.415,0.179,36.581,2023,12,0,-6.3076,107.0166,216604.0
kota bekasi,pondokgede,14.212,37.17,40.44,24.987,Built-up,0.292,0.142,40.077,2023,12,0,-6.2691,106.9299,227423.0
kota bekasi,pondokmelati,16.119,42.53,39.44,38.409,Built-up,0.357,0.242,40.149,2023,12,0,-6.3095,106.9282,128690.0
kota bekasi,rawalumbu,13.085,34.423,39.48,27.96,Built-up,0.289,0.131,38.771,2023,12,0,-6.2812,106.9942,222398.0
jakarta barat,cengkareng,10.355,26.466,39.74,5.286,Built-up,0.234,0.059,36.853,2023,12,0,-6.1515,106.7369,591748.0
jakarta barat,grogolpetamburan,7.953,19.135,39.51,6.01,Built-up,0.185,0.06,37.2,2023,12,0,-6.1634,106.7865,237367.0
jakarta barat,kalideres,10.81,27.363,39.4,5.258,Built-up,0.26,0.071,36.733,2023,12,0,-6.1346,106.7039,468017.0
jakarta barat,kebonjeruk,8.301,19.44,39.76,10.059,Built-up,0.25,0.118,37.2,2023,12,0,-6.1895,106.7691,370282.0
jakarta barat,kembangan,10.388,25.122,39.07,10.349,Built-up,0.335,0.126,36.904,2023,12,0,-6.1982,106.7418,315702.0
jakarta barat,palmerah,7.63,18.23,40.11,10.559,Built-up,0.218,0.122,37.2,2023,12,0,-6.1917,106.7956,233786.0
jakarta barat,tamansari,9.443,23.003,39.95,6.894,Tree cover,0.131,0.061,37.2,2023,12,0,-6.1481,106.8184,126736.0
jakarta barat,tambora,9.854,24.414,40.22,5.895,Built-up,0.136,0.048,37.2,2023,12,0,-6.1475,106.8035,8766.0
jakarta utara,cilincing,11.235,30.12,37.71,3.19,Built-up,0.325,0.068,37.2,2023,12,0,-6.1243,106.9421,453521.0
jakarta utara,kelapagading,10.041,25.118,39.97,5.514,Built-up,0.237,0.062,37.2,2023,12,0,-6.161,106.9037,146701.0
jakarta utara,koja,11.217,29.424,39.43,3.739,Built-up,0.165,0.063,37.2,2023,12,0,-6.1215,106.905,351261.0
jakarta utara,pademangan,10.982,27.159,36.99,3.198,Built-up,0.286,0.104,37.2,2023,12,0,-6.1301,106.8381,170512.0
jakarta utara,penjaringan,11.089,29.069,36.85,3.083,Built-up,0.268,0.074,37.083,2023,12,0,-6.115,106.7639,331310.0
jakarta utara,tanjungpriok,10.458,27.127,37.8,4.06,Built-up,0.235,0.101,37.2,2023,12,0,-6.1319,106.875,419791.0
jakarta selatan,cilandak,14.743,38.178,38.42,37.329,Built-up,0.367,0.193,40.149,2023,12,0,-6.2927,106.7933,229201.0
jakarta selatan,jagakarsa,18.345,46.762,38.75,57.304,Built-up,0.362,0.27,40.149,2023,12,0,-6.334,106.8224,383275.0
jakarta selatan,kebayoranbaru,11.557,29.136,39.03,22.272,Built-up,0.336,0.16,38.099,2023,12,0,-6.2447,106.8014,155693.0
jakarta selatan,kebayoranlama,11.679,29.313,39.11,25.395,Built-up,0.324,0.143,38.735,2023,12,0,-6.2495,106.7801,333904.0
jakarta selatan,mampangprapatan,12.181,31.402,39.09,21.604,Built-up,0.301,0.146,38.542,2023,12,0,-6.2523,106.821,159222.0
jakarta selatan,pancoran,12.925,34.278,39.8,25.372,Built-up,0.272,0.19,39.112,2023,12,0,-6.2553,106.8436,179798.0
jakarta selatan,pasarminggu,15.27,40.199,38.78,35.89,Built-up,0.349,0.23,40.149,2023,12,0,-6.2908,106.8293,335189.0
jakarta selatan,pesanggrahan,11.629,29.018,39.75,23.82,Built-up,0.314,0.178,38.475,2023,12,0,-6.2504,106.7587,272483.0
jakarta selatan,setiabudi,11.021,27.787,38.12,17.99,Built-up,0.31,0.133,37.2,2023,12,0,-6.2196,106.83,116915.0
jakarta selatan,tebet,10.357,26.858,39.49,17.948,Built-up,0.228,0.137,37.2,2023,12,0,-6.2289,106.8509,240402.0
jakarta timur,cakung,10.666,26.664,40.76,7.969,Built-up,0.285,0.102,37.2,2023,12,0,-6.1885,106.9409,596213.0
jakarta timur,cipayung,16.878,44.247,39.09,48.413,Built-up,0.416,0.257,40.149,2023,12,0,-6.3253,106.9036,308484.0
jakarta timur,ciracas,17.436,45.469,39.8,53.48,Built-up,0.31,0.263,40.149,2023,12,0,-6.3339,106.8784,327813.0
jakarta timur,durensawit,10.079,24.651,40.69,16.888,Built-up,0.269,0.139,37.24,2023,12,0,-6.2325,106.9206,457134.0
jakarta timur,jatinegara,10.115,26.521,40.4,18.159,Built-up,0.234,0.126,37.2,2023,12,0,-6.2273,106.8774,329325.0
jakarta timur,kramatjati,15.126,41.479,39.94,30.295,Built-up,0.271,0.152,39.878,2023,12,0,-6.2763,106.8654,325368.0
jakarta timur,makasar,14.174,38.295,39.56,25.658,Built-up,0.399,0.16,39.507,2023,12,0,-6.2663,106.8911,228488.0
jakarta timur,matraman,9.553,24.461,40.32,12.702,Built-up,0.22,0.132,37.2,2023,12,0,-6.2036,106.8645,190489.0
jakarta timur,pasarrebo,17.245,45.642,39.55,48.623,Built-up,0.313,0.252,40.149,2023,12,0,-6.3264,106.8573,242045.0
jakarta timur,pulogadung,8.892,21.761,40.28,10.47,Built-up,0.256,0.136,37.2,2023,12,0,-6.1932,106.889,309037.0
jakarta pusat,cempakaputih,7.625,17.394,40.7,8.401,Built-up,0.208,0.095,37.2,2023,12,0,-6.1809,106.8681,98622.0
jakarta pusat,gambir,5.728,14.621,38.94,7.605,Built-up,0.23,0.061,37.2,2023,12,0,-6.1715,106.8181,95807.0
jakarta pusat,joharbaru,7.616,17.38,40.47,8.969,Built-up,0.167,0.076,37.2,2023,12,0,-6.1821,106.8546,140469.0
jakarta pusat,kemayoran,7.338,17.107,39.65,6.168,Built-up,0.2,0.103,37.2,2023,12,0,-6.1627,106.8558,255632.0
jakarta pusat,menteng,7.758,19.801,38.48,10.741,Built-up,0.28,0.099,37.2,2023,12,0,-6.1958,106.8353,87964.0
jakarta pusat,sawahbesar,8.559,21.015,39.18,7.059,Built-up,0.196,0.09,37.2,2023,12,0,-6.1539,106.8332,126019.0
jakarta pusat,senen,6.786,16.354,39.39,10.007,Built-up,0.199,0.092,37.2,2023,12,0,-6.1842,106.8459,124341.0
jakarta pusat,tanahabang,9.543,23.91,38.82,12.45,Built-up,0.31,0.13,37.2,2023,12,0,-6.2054,106.8094,173198.0
bogor,babakanmadang,60.604,93.431,28.64,501.913,Tree cover,0.502,5.001,38.649,2024,1,1,-6.5917,106.902,121972.0
bogor,bojonggede,73.62,116.932,27.06,133.589,Built-up,0.399,0.293,40.872,2024,1,1,-6.4774,106.7927,266481.0
bogor,caringin,65.179,102.333,26.59,765.651,Tree cover,0.593,4.954,38.665,2024,1,0,-6.7366,106.866,138901.0
bogor,cariu,50.702,90.093,27.83,143.845,Tree cover,0.645,2.107,38.641,2024,1,0,-6.5273,107.1371,54478.0
bogor,ciampea,75.568,119.556,30.57,212.619,Tree cover,0.539,1.34,38.633,2024,1,0,-6.5742,106.698,175400.0
bogor,ciawi,64.852,101.152,22.56,925.94,Tree cover,0.481,6.501,38.652,2024,1,0,-6.7091,106.8937,117903.0
bogor,cibinong,66.494,105.22,27.06,134.037,Built-up,0.389,0.322,40.683,2024,1,1,-6.4839,106.8354,365387.0
bogor,cibungbulang,72.919,115.955,27.06,236.566,Tree cover,0.537,1.249,38.633,2024,1,0,-6.5761,106.661,152898.0
bogor,cigombong,63.951,100.461,27.28,688.475,Tree cover,0.525,4.624,38.667,2024,1,0,-6.7461,106.8128,101474.0
bogor,cigudeg,69.673,114.028,26.51,309.2,Tree cover,0.579,3.666,40.18,2024,1,1,-6.4937,106.5461,142405.0
bogor,cijeruk,65.637,102.963,26.42,717.352,Tree cover,0.473,7.732,38.648,2024,1,0,-6.686,106.7843,96355.0
bogor,cileungsi,58.268,97.424,33.78,69.866,Tree cover,0.428,0.251,40.131,2024,1,1,-6.4094,106.9962,273150.0
bogor,ciomas,68.165,101.611,30.89,268.719,Built-up,0.454,1.946,38.646,2024,1,1,-6.6095,106.762,161632.0
bogor,cisarua,62.61,98.706,14.2,1216.752,Tree cover,0.456,7.714,38.651,2024,1,0,-6.6985,106.9552,81870.0
bogor,ciseeng,75.577,126.089,27.06,99.044,Tree cover,0.528,0.396,41.504,2024,1,1,-6.4556,106.6785,121142.0
bogor,citeureup,60.806,96.743,27.1,229.087,Tree cover,0.497,2.772,39.308,2024,1,1,-6.525,106.8924,221710.0
bogor,dramaga,75.169,114.94,30.58,248.285,Tree cover,0.549,1.71,38.634,2024,1,1,-6.5888,106.7298,113555.0
bogor,gunungputri,58.809,99.449,27.06,81.462,Built-up,0.37,0.389,41.265,2024,1,1,-6.4052,106.9313,294195.0
bogor,gunungsindur,66.182,116.98,27.06,72.997,Tree cover,0.492,0.372,41.546,2024,1,0,-6.3871,106.6872,121333.0
bogor,jasinga,64.407,101.367,28.36,163.412,Tree cover,0.562,1.993,38.442,2024,1,0,-6.4806,106.4559,112356.0
bogor,jonggol,56.224,97.665,30.82,186.743,Tree cover,0.567,2.153,38.574,2024,1,0,-6.4961,107.0456,147880.0
bogor,klapanunggal,56.708,96.935,28.11,203.856,Tree cover,0.496,3.061,40.498,2024,1,1,-6.483,106.9553,129835.0
bogor,kemang,81.08,134.088,27.06,143.048,Tree cover,0.475,0.625,40.222,2024,1,1,-6.5025,106.7345,110256.0
bogor,leuwiliang,68.736,104.361,24.51,556.464,Tree cover,0.576,3.837,38.633,2024,1,0,-6.6402,106.6099,133441.0
bogor,leuwisadeng,71.871,111.839,26.92,306.672,Tree cover,0.518,4.096,38.633,2024,1,0,-6.5736,106.5877,82804.0
bogor,megamendung,62.883,99.384,26.97,877.32,Tree cover,0.515,5.463,38.648,2024,1,1,-6.6635,106.9177,113756.0
bogor,nanggung,67.167,101.741,24.1,848.241,Tree cover,0.46,5.957,38.629,2024,1,0,-6.6725,106.5377,100914.0
bogor,pamijahan,63.812,96.888,25.8,827.34,Tree cover,0.561,5.169,38.634,2024,1,0,-6.6933,106.6596,166309.0
bogor,parung,75.091,124.863,27.06,104.116,Tree cover,0.447,0.338,41.546,2024,1,1,-6.4349,106.7128,128905.0
bogor,parungpanjang,60.568,97.696,28.39,65.388,Tree cover,0.52,0.569,41.546,2024,1,1,-6.3768,106.5551,125437.0
bogor,rancabungur,84.408,142.462,27.06,144.929,Tree cover,0.549,0.575,38.917,2024,1,0,-6.5217,106.7137,63856.0
bogor,rumpin,70.321,115.692,26.46,152.23,Tree cover,0.576,1.981,40.714,2024,1,0,-6.4596,106.6311,156896.0
bogor,sukajaya,68.303,100.629,24.23,847.126,Tree cover,0.444,5.604,38.575,2024,1,0,-6.6313,106.4705,71814.0
bogor,sukamakmur,56.663,92.805,26.02,641.209,Tree cover,0.497,5.807,38.675,2024,1,0,-6.5936,107.0201,16748.0
bogor,sukaraja,63.793,98.836,29.03,276.337,Tree cover,0.528,1.706,38.648,2024,1,1,-6.5792,106.8408,202415.0
bogor,tajurhalang,76.361,121.038,27.06,128.261,Tree cover,0.461,0.34,41.33,2024,1,1,-6.469,106.7596,126087.0
bogor,tamansari,65.813,99.073,27.75,715.585,Tree cover,0.429,6.987,38.639,2024,1,0,-6.6564,106.7458,126736.0
bogor,tanjungsari,52.151,89.218,26.67,362.528,Tree cover,0.598,5.549,38.689,2024,1,0,-6.6115,107.1406,33887.0
bogor,tenjo,57.16,91.788,28.88,60.385,Tree cover,0.542,0.368,39.027,2024,1,0,-6.3723,106.4794,78576.0
bogor,tenjolaya,66.048,98.493,25.96,736.012,Tree cover,0.502,6.928,38.633,2024,1,0,-6.6537,106.708,68536.0
kota bogor,bogorbarat,72.162,107.151,28.76,207.937,Built-up,0.428,0.658,38.645,2024,1,1,-6.5732,106.7655,254629.0
kota bogor,bogorselatan,64.906,100.913,27.93,368.391,Tree cover,0.446,1.807,38.648,2024,1,1,-6.6447,106.8135,219309.0
kota bogor,bogortengah,67.315,100.702,28.76,250.378,Built-up,0.314,0.88,38.648,2024,1,0,-6.5932,106.7986,109057.0
kota bogor,bogortimur,63.502,96.748,28.76,322.856,Built-up,0.352,1.429,38.648,2024,1,0,-6.6207,106.8264,108919.0
kota bogor,bogorutara,62.107,96.857,29.59,209.387,Built-up,0.442,0.831,38.648,2024,1,1,-6.5708,106.8196,204454.0
kota bogor,tanahsareal,73.464,115.597,28.76,184.459,Built-up,0.42,0.639,38.648,2024,1,1,-6.5468,106.7855,231040.0
kota tangerang,batuceper,54.419,100.34,39.23,10.341,Built-up,0.188,0.068,38.16,2024,1,0,-6.1618,106.6703,95474.0
kota tangerang,benda,54.837,111.092,39.23,8.372,Built-up,0.201,0.098,38.16,2024,1,0,-6.13,106.6657,85769.0
kota tangerang,cibodas,50.722,85.125,39.23,19.751,Built-up,0.175,0.128,38.16,2024,1,1,-6.2058,106.608,158036.0
kota tangerang,ciledug,56.518,101.016,39.23,21.279,Built-up,0.196,0.132,38.218,2024,1,1,-6.2386,106.7059,150190.0
kota tangerang,cipondoh,54.575,99.841,39.23,11.897,Built-up,0.196,0.115,38.16,2024,1,1,-6.1862,106.683,231127.0
kota tangerang,jatiuwung,50.143,83.947,39.23,20.101,Built-up,0.18,0.172,38.16,2024,1,0,-6.198,106.5753,107510.0
kota tangerang,karangtengah,56.631,102.455,39.23,13.076,Built-up,0.197,0.156,38.16,2024,1,1,-6.2101,106.7097,117440.0
